(77,130),
(76,130),
(75,130),
(74,130),
(73,130),
(72,130),
(71,130),
(70,130),
(69,129),
(68,129),
(67,128),
(66,127),
(65,127),
(64,126),
(62,125),
(61,124),
(59,122),
(58,121),
(57,120),
(55,119),
(55,117),
(54,117),
(54,116),
(53,115),
(52,114),
(51,113),
(50,112),
(50,111),
(48,109),
(48,108),
(47,106),
(46,105),
(45,104),
(44,102),
(43,101),
(43,100),
(42,99),
(42,98),
(41,97),
(41,96),
(40,94),
(39,92),
(38,89),
(37,87),
(37,85),
(37,82),
(37,80),
(37,77),
(37,74),
(37,72),
(37,70),
(37,68),
(37,66),
(37,65),
(37,64),
(37,63),
(37,62),
(37,61),
(37,59),
(38,57),
(38,55),
(39,53),
(40,52),
(40,51),
(41,49),
(42,47),
(43,46),
(43,45),
(44,44),
(45,42),
(46,40),
(47,39),
(48,37),
(49,36),
(49,35),
(51,34),
(52,33),
(53,31),
(54,30),
(56,29),
(57,28),
(58,28),
(59,26),
(60,25),
(61,24),
(63,23),
(64,23),
(64,23),
(65,22),
(66,22),
(67,22),
(69,21),
(70,20),
(72,19),
(74,19),
(75,18),
(77,17),
(80,16),
(81,16),
(84,15),
(85,15),
(87,15),
(89,14),
(90,14),
(91,14),
(92,14),
(93,14),
(94,14),
(95,14),
(96,14),
(97,14),
(98,14),
(99,14),
(100,14),
(101,14),
(102,14),
(103,14),
(104,14),
(105,14),
(106,14),
(107,14),
(108,14),
(110,15),
(111,15),
(111,16),
(112,16),
(113,17),
(114,18),
(115,18),
(116,19),
(117,20),
(119,21),
(120,22),
(121,23),
(121,24),
(122,24),
(123,25),
(124,25),
(125,26),
(126,27),
(127,27),
(128,28),
(129,29),
(130,30),
(130,31),
(131,32),
(131,33),
(132,34),
(132,35),
(133,36),
(133,37),
(133,38),
(134,40),
(134,41),
(134,42),
(135,44),
(135,45),
(135,46),
(135,47),
(136,48),
(136,49),
(137,50),
(137,51),
(137,52),
(137,53),
(137,55),
(137,56),
(138,57),
(138,58),
(138,59),
(138,60),
(139,61),
(139,62),
(140,63),
(140,64),
(140,65),
(141,67),
(141,68),
(141,69),
(142,70),
(142,71),
(142,72),
(142,73),
(142,74),
(142,75),
(142,76),
(143,77),
(143,78),
(143,79),
(143,80),
(143,81),
(143,82),
(143,83),
(143,84),
(143,85),
(144,86),
(144,87),
(144,88),
(144,89),
(144,90),
(144,91),
(144,92),
(144,93),
(144,94),
(144,95),
(144,96),
(144,97),
(144,98),
(144,99),
(144,100),
(144,101),
(144,102),
(144,103),
(144,104),
(144,105),
(144,106),
(144,107),
(143,108),
(143,109),
(143,110),
(143,111),
(142,112),
(141,113),
(140,114),
(140,115),
(140,117),
(139,118),
(139,119),
(139,120),
(138,121),
(137,122),
(137,123),
(136,124),
(135,125),
(135,126),
(134,127),
(134,128),
(133,130),
(133,131),
(132,132),
(132,131),
(132,131),
(132,130),
(132,129),
(132,128),
(132,127),
(133,126),
(133,125),
(133,124),
(134,123),
(134,122),
(134,121),
(135,120),
(135,119),
(136,118),
(136,117),
(137,116),
(137,115),
(137,115),
(138,114),
(138,113),
(139,113),
(139,112),
(140,110),
(140,109),
(140,108),
(140,107),
(141,107),
(141,106),
(142,105),
(142,104),
(142,103),
(142,102),
(142,101),
(142,100),
(142,99),
(142,98),
(142,97),
(142,96),
(142,95),
(142,94),
(142,93),
(142,92),
(142,91),
(142,90),
(142,89),
(142,88),
(142,87),
(142,86),
(142,85),
(142,84),
(142,83),
(142,82),
(142,81),
(142,80),
(142,79),
(142,78),
(142,77),
(142,76),
(142,75),
(142,74),
(142,73),
(142,72),
(142,71),
(142,70),
(142,69),
(142,69),
(142,68),
(142,67),
(142,66),
(142,65),
(142,64),
(142,63),
(141,63),
(140,61),
(140,60),
(139,59),
(139,58),
(138,58),
(138,57),
(137,56),
(136,55),
(135,54),
(134,53),
(133,52),
(133,51),
(132,51),
(130,50),
(129,49),
(128,48),
(127,48),
(126,47),
(125,47),
(124,46),
(124,46),
(123,45),
(122,44),
(121,44),
(120,44),
(119,43),
(118,43),
(117,43),
(116,43),
(115,43),
(114,43),
(113,43),
(112,43),
(111,44),
(110,44),
(109,44),
(107,45),
(107,45),
(106,46),
(105,47),
(103,49),
(102,51),
(99,55),
(98,56),
(98,57),
(98,58),
(98,59),
(98,60),
(98,61),
(98,62),
(98,63),
(98,64),
(98,65),
(98,66),
(99,67),
(99,68),
(100,69),
(100,70),
(101,70),
(101,71),
(102,71),
(103,71),
(104,71),
(105,71),
(106,71),
(107,71),
(108,70),
(108,70),
(109,70),
(110,69),
(111,69),
(112,69),
(113,69),
(114,69),
(115,69),
(116,69),
(117,69),
(118,68),
(119,68),
(121,67),
(123,66),
(124,66),
(125,66),
(126,66),
(128,65),
(129,64),
(131,63),
(132,63),
(133,62),
(134,61),
(135,60),
(136,59),
(138,58),
(138,57),
(138,56),
(139,55),
(139,54),
(139,53),
(140,52),
(140,51),
(140,50),
(140,49),
(140,48),
(140,47),
(139,46),
(138,45),
(138,44),
(137,43),
(136,41),
(136,40),
(135,39),
(135,38),
(134,37),
(133,36),
(133,35),
(132,34),
(132,33),
(131,32),
(131,32),
(130,31),
(129,30),
(129,28),
(128,27),
(127,27),
(127,26),
(127,25),
(126,24),
(125,23),
(125,22),
(125,21),
(124,20),
(124,20),
(123,19),
(123,18),
(122,17),
(122,17),
(121,16),
(121,15),
(120,14),
(119,14),
(118,14),
(117,14),
(116,14),
(115,14),
(114,14),
(113,14),
(112,14),
(111,13),
(110,13),
(109,13),
(108,13),
(107,13),
(106,13),
(105,13),
(104,13),
(103,13),
(102,13),
(101,13),
(100,13),
(99,13),
(98,13),
(97,13),
(96,13),
(94,13),
(92,13),
(91,14),
(89,14),
(87,14),
(86,14),
(85,14),
(84,14),
(83,14),
(82,15),
(81,15),
(80,15),
(79,16),
(78,16),
(77,16),
(76,17),
(74,17),
(73,18),
(72,18),
(72,19),
(71,19),
(70,20),
(69,21),
(68,22),
(66,23),
(65,24),
(64,24),
(63,25),
(62,26),
(61,26),
(60,28),
(58,29),
(58,30),
(56,31),
(56,32),
(55,34),
(54,35),
(54,35),
(53,36),
(52,37),
(51,38),
(50,39),
(49,40),
(48,41),
(47,43),
(46,44),
(44,45),
(43,46),
(42,47),
(42,48),
(41,50),
(40,51),
(40,52),
(39,53),
(39,54),
(38,55),
(38,56),
(38,57),
(38,58),
(38,59),
(38,60),
(38,61),
(37,62),
(37,63),
(37,64),
(37,65),
(37,66),
(37,67),
(37,68),
(37,69),
(37,70),
(37,71),
(38,72),
